,HITId,WorkerId,Answer.annotatedResult.boundingBoxes,Answer.annotatedResult.inputImageProperties.height,Answer.annotatedResult.inputImageProperties.width,image_url_x,labeled_image_fnames
1157,3D06DR5225W87H8TZIQRDCRT06CAM8,A3NNWJI1G86RJ2,"[{""height"":69,""label"":""Shoe"",""left"":69,""top"":143,""width"":96},{""height"":54,""label"":""Shoe"",""left"":81,""top"":191,""width"":81}]",275,183,https://storage.googleapis.com/shoes_to_label/shoe569.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=IWvV9r3ia0%2BLjjNxfcYFtwyuBa7gTIy%2BHWM%2Fmgoywt8%2Bsl%2BE7%2B4XvPfFHjuZuK8zUwp4vEyJwT%2FTlk3ZPvdn30A9IqNw3N17fRZho3rSW6vDnscMWHmCwA99%2FFAw7F4RlcrW6VZPQOZPaah6r8sUbcz17S0g3bmAhYh81uvE1ALN4xvwyfrAlnEIpDH0gJ%2Fh5aOi2C7C%2Bcu0avOT63OR63Vyk9Fax%2BvjjOe3ksg4e93FHBtYeget6qgbbbiCou5PoejsAXXqrJm%2FpREOiMlb46NIVb6HtO7RiLw%2B%2BA%2BHiJ%2F3zQocqzNCmxgDTVxi%2FtV5bimo35S48NSEKM9MvF3Qtg%3D%3D,shoe_bb_1157.png
1158,3D0LPO3EABCX32R8S4JK82Y5YXUOYB,A1FI4XZJQXOGPF,"[{""height"":93,""label"":""Shoe"",""left"":186,""top"":74,""width"":90},{""height"":65,""label"":""Shoe"",""left"":93,""top"":118,""width"":89},{""height"":107,""label"":""Shoe"",""left"":0,""top"":75,""width"":95}]",183,276,https://storage.googleapis.com/shoes_to_label/shoe117.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=nFineYQ1DSBp3xbrC9GNOGAzHa1fApRMEIX9YavtlUsw214j%2FsVrLFJBLolS%2FRpZ8ACWWkKAvf%2Fb7gZHvOt2snUZTU5sG5dunGnGcQm%2BCwQcW8M8H42Mym9NbilbiWHcH3LyAFkDES%2FSfcZV0YFO%2BM9d%2FPeB7FnPS3QyZnFFbqbZhlGt0BPVzgqChrJNE9uiOLO2ayvXlGJVN%2BZu83yTWHtkRC2Cj4vvxgnXSVB4eaUAQyxaIo2TND542GQKAkY7MwYL7POsSg4AslrRquobxHZdBCA8DWzt8lvc%2Fp6njZLVp6KcKQObw6Q90ue2Ng8VOrx%2Bfayf48oaEPd6PGgmrg%3D%3D,shoe_bb_1158.png
1159,39O0SQZVJNKHLVNNXNAOPKJD5L5R7M,AQ6EG9HH6AKS3,"[{""height"":41,""label"":""Shoe"",""left"":53,""top"":128,""width"":32},{""height"":56,""label"":""Shoe"",""left"":2,""top"":117,""width"":46}]",192,262,https://storage.googleapis.com/shoes_to_label/shoe22.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=Ehtg8csXtHm8aB4%2F3eErvxhxxKgXuSWRjmERD%2FQdvueiDwIdF6xV%2F5nSgyBlFSL3a0cD8k9OIogmf%2Fq%2Byh8lgjNUt0zVY5xC0IDo7ABdHy48io%2FRuVJx4F8ZUgq8TnIVOAeEg2k0uwdTVzCI81XkDlznA17%2Bf3Gxqbh7pjZYVVPEAxGIqQe3H2hqduiW%2B4ECVcWYeJ1c0uYnBOKNMMp8BQu%2FESjfvuT%2BT%2FG94SGB6TmJc0Rg9ostlw8HltS9wI5QxrYNjRniVtKT%2ByHh78LUaBxbWmHl6RXSbX3QIyKDgdxncMd12vytTr1RiJjL17N4XUt3bVQmbt3EyLHL9qsIRg%3D%3D,shoe_bb_1159.png
1161,356TQKY9XFAB3Q8RYE4OY3O8FTH78Q,A24H9XZ7OE8WMW,"[{""height"":55,""label"":""Shoe"",""left"":50,""top"":109,""width"":113},{""height"":68,""label"":""Shoe"",""left"":169,""top"":89,""width"":83}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe1170.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=g2m2%2Bsn5FMMlGeJpUK%2F%2BWaGmoDw27kX%2FCH84Wm28Gw2KaPhgMEcFhcuU9o5R5shC36NqzXEd0Cy3YDrAKok1OPlDfm2VJUuDDNGXbpbPU2z%2BRao9zBkDjSbe5wlt4asuRw%2B2Hug4wPF1Od4kNBJun5tWk7NRNKGwlUJ0ys9otbY6LXnlZVM927mYXzvmDY%2Bwndep2ANcUyWGUCxl7iI7YiPajc9t206aGGNmnM9MWwliYZ3zRiZt30W8J6OYtoR5R3DVwIvLiB3SQXyR6OIJyQnJQn6r22CKkoAEUsURFKCetX5KdsXY1Ja1uY4r%2BgZFAHBtMZHKxks%2Bbs10N8IkKg%3D%3D,shoe_bb_1161.png
1163,3Z8UJEJOCZQTGCQE1U7CLI73UXE397,A2SFP34EVH2AEI,"[{""height"":125,""label"":""Shoe"",""left"":0,""top"":61,""width"":223}]",300,225,https://storage.googleapis.com/shoes_to_label/shoe220.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=PE7AR%2F9Mv264CZw%2B%2BokbyCSmdOsgIz7KJdtAZgo2ldQlxqsrWDZ04sshPG7XWzEOBxGATYEMD%2FJgxGKpdOSh7PwNb5qCzRt97UkEa1a%2FCC1%2Bx%2FnzbIPZkJc3vHa5MhDf5f9HpgnXDtKk%2BKqwjJIL2w8E8JKroWuDWMaOKN%2FWvBCUL62hckfJBSxMl5DckcTB6QXiMZZuKX97qmbuOUkTogd%2B11oBch5o11qW9XqH2HYP8iBbq%2Bn3RBPFzQV66e7A485cTT5YB4P9KG4aUfwoKCkxnyjbymKSqNXLkEu%2B1wb89hfn4gICv9scMiM3N98B15Q5eEIz%2BOLzcO3P59j%2FyQ%3D%3D,shoe_bb_1163.png
1164,3DWNFENNE3834KMRNK38KHDC42L4JN,A2XQPCBEHMYRSQ,"[{""height"":442,""label"":""Shoe"",""left"":136,""top"":268,""width"":350}]",800,600,https://storage.googleapis.com/shoes_to_label/shoe1171.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=b%2Fxd0Ft9ehouHcXVsunazXw0ic7jQ0%2BkL4UYgWmbtIj5jRub19H%2BAJUCBaPWfh8qq09XoTkE6o90x5jKI%2F9rt9b5OO8XstCIzNyMdT7uqBMVrCTLlg3%2B%2F6x9oouY6u3O6KbAeYzACjzKTJhCLB%2Be6BhpyLJ%2F55x7FGD9uBqzVk6E2sAzJ4K01JOKRR8FRNmX1Fp9H60TBVs1fUd9HesU0LnTYaLAMs1Ws%2FZ9uRPAnarkuQO5oAH4oHX8Y21B6S277mNW5fBioDUc1FGIhoOhy0VqUeKn%2FQeh42o3FWAZ3d7O4PPx%2B6tNn%2BxkUP78uPlR5KKmdV59n1FiDp%2F6QJM3Gg%3D%3D,shoe_bb_1164.png
1166,3JTPR5MTZSPGBNW9JAMUQOJ3JNH5KT,AR50CINXSSJMS,"[{""height"":210,""label"":""Shoe"",""left"":340,""top"":269,""width"":517},{""height"":358,""label"":""Shoe"",""left"":2,""top"":135,""width"":445}]",683,910,https://storage.googleapis.com/shoes_to_label/shoe396.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=RMXEAD70JZz48h4MUeMhoE8vWWaFPK2AD%2FbL8Y152uKo51j0i%2FJYJ6iaCno78smaTTN7%2BocsPDHnJR4YIgeCv138TCdPhpSr6k2lK3B5E5QGUCE7uQkT%2F2Z2pJULR7Wp4GAPyYKaTmY1LtjbxnSjl3Reap1zu62G%2FCoXbVsf658eufZhQr5uPSaSQok%2BdlRhNNRpBjYSQ%2F6FkkZgAhGgHaGnkt4PyDd8vPr2h4BEC0VLdt7npcB0sDjCkHBFzVimnNbYitxpRl9i0OWLarCkNhI%2BqcTnEaooxr92pd1vyqRhUDABVi9S3jTZrvwwMq25KtzPa%2Fw7YUZU6NuRhczi5w%3D%3D,shoe_bb_1166.png
1167,3SU800BH865J75KJXGEZUMNSHA1QUN,A1BSW1IB5IEEZ6,"[{""height"":96,""label"":""Shoe"",""left"":39,""top"":61,""width"":191}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe765.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=H8%2FUqtKmeMPjLX1nsUPUii%2BCoavTalKCryuPl9w1mJZdnd0VCNhC1jUJY5PMuSrMtHO5in3a2dUcNLriEZAr%2BO3Pn3nWUzsP0USgYruRYhQ4VqUadFTT7y5fuKfIkYfPyKst%2BtRyvVUYQvpbxCdRImz%2F0WaIDObqnN5Z33511KrElqp%2FiZAJ%2BSu5eU4Fci7zLUGiE%2F7orTjZigI8kc6yWNuNcxLQqP6hwsjqIuO7Jpa4PL1xtG6bBOGEcC8waq44omsRlTjl6E4v2BZJIGMlOYz%2FqfJqnKmiWFLuivtIFmQhTlj6o0r24n54%2BWtsEEUKNle8K4yQiN1vIN7Wzd6orw%3D%3D,shoe_bb_1167.png
1168,3I7SHAD35M9QOFAVSFE73LP3ZY6M7T,A2EARNRMFJOSIY,"[{""height"":103,""label"":""Shoe"",""left"":139,""top"":79,""width"":36},{""height"":91,""label"":""Shoe"",""left"":75,""top"":122,""width"":46}]",225,225,https://storage.googleapis.com/shoes_to_label/shoe1172.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=C6404YuBJxQmOpL6cCHXofi9YdwffoQe2DPdqfvpZnK5tlB2K32b3Nd6cIaKJc9giA99mx%2Brhg1zybHAm60Ri%2F02rQ%2Bl1znpJL%2BcdWy33e70c8EgMF1HdtTo8H%2FC5o09lKm7fft1LSQuoE0JzLi6%2BC8i8Ovjgir3am89BA2Zq2okLVHvEkO58MHCElZ%2BWOYxJk%2FLtlv9yA1PwTLp5cI4I0w2ed8kyx9qodZOYWN3T%2Fvj6kdyMowMzqX7i2uhMgUT3MXx5xiL2gdu5St6NHNZERhmvN2G%2Bonl9iRvDBzUL2KW7sBkpc7d063qDSIMwPvU43fn%2BPhy1p5MIcIbSCMzhg%3D%3D,shoe_bb_1168.png
1170,3URJ6VVYUP0H5VDO3XVDSDUY3WVO4Q,AQCLZQH954EAF,"[{""height"":390,""label"":""Shoe"",""left"":324,""top"":252,""width"":229},{""height"":516,""label"":""Shoe"",""left"":528,""top"":89,""width"":216}]",683,1024,https://storage.googleapis.com/shoes_to_label/shoe397.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=B80slSkfzKOgDfdmYarecHY69rHWcDb0Q5J5OvozvUe9Br7PYhMd5Z%2FokLfhwvxrPgMSlzkm7HEqy%2Be0OyAcenhL%2BQuw4m0pEOgiZnhXB37Js5yTKl9WPHV9wl%2BJKA260%2FbAJOPDHkR0MQbcaCGBgq6SgTbHBrhq91xRwXI7t8Cib7TnplILk%2Fk3XC5vh9m9%2FqeC9g%2FmnTH3t8HNVqt9nZdJJsIsKbZ1Y0ot4Vmc05v%2BnH5njYqzC0fUxI1pgeXuW6FcsciBSeAdr7pzMWJVWslaWhVg%2FFSACSrXa%2BP7IqmDYQPw3WPtREH%2B6ag3rFFs8Y1jF6KQ%2FQdCFtzSMCT3aw%3D%3D,shoe_bb_1170.png
1171,3E22YV8GG1JLC3ZV02NOGM5O4IMPN3,A2SFP34EVH2AEI,"[{""height"":94,""label"":""Shoe"",""left"":60,""top"":61,""width"":146}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe572.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=QBANywTtBOAIk%2BJlWZYETGnL6AEY%2F9oIfSHhT0fEaMn7oL3hmHFdMkigZabUMyTWRiCtagN058Fs%2FxzhOTVKY9%2Fc%2FTjfz%2Fb4G4%2FnWdLhahO%2FOT7OCHvSGH0yuX8mrdXIUs0qvgFfcx6C9%2FO5rvASbf%2BD7WUqbp3Rg9z0T3gZ4f1BnbTbSJsPZ0eBJFhjODO%2FTICK0%2BU5CBym2YK2tDURrA7aOFm1etVsL8srYksWNLLpbn%2BMQckB4SWnvbjsQRCW2uVThHb9RN7YSMuZRvhF%2Bw27TeTMOswm3DAuAQUw%2Fcp6XcJd0Ld%2BFtGl2Hco4BByWH6DV7uyPtAAd0ufQsZLog%3D%3D,shoe_bb_1171.png
1172,3FO95NVK5CD34T7FLQ8ZKBF9SZISRA,A2XQPCBEHMYRSQ,"[{""height"":96,""label"":""Shoe"",""left"":141,""top"":139,""width"":113},{""height"":96,""label"":""Shoe"",""left"":258,""top"":152,""width"":152},{""height"":76,""label"":""Shoe"",""left"":403,""top"":201,""width"":119}]",328,600,https://storage.googleapis.com/shoes_to_label/shoe766.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=PloLWFH7ntgpeJ0xIJjmv85t9jEdFUByZD2sdfwvdQqFP9pIz25ja9KtI9LnA725uDLz2vc7r47QVWcgBZfk6ALGnWYYeVvYjGUTdYwOpgwX8zIGST1s9nZnrZWTeRy5zArHvpGcSY6B1%2BrwZML6%2FQQzwPBE5hK%2FAPfbUWM0tgslLQZIfxHwMHiQYGCrRdMsDeFsLSaOiJcVvu03lrnyxmIA6rwc%2BTf9WKNkFOAlxc6JGYbFNNvkUMI%2B2cKYVndK9fZ4KVhDhLvAi0nqISYhk1iHuch6oLRFlGobPsS4QTIy8rC3ooDt3zoV7RfMSGyYYw1W6aL7QmWo6FSlY%2FZM%2Fw%3D%3D,shoe_bb_1172.png
1173,3DFYDSXB2WD2LIG62QUQXLB63F9JUP,A3JBAUWN5T7E0Q,"[{""height"":85,""label"":""Shoe"",""left"":53,""top"":65,""width"":161},{""height"":73,""label"":""Shoe"",""left"":145,""top"":71,""width"":140}]",162,311,https://storage.googleapis.com/shoes_to_label/shoe1173.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=Meg9l7teCQZBnV3%2FStqwBOBZ1CqoitmjJb5JGsO%2BQ8fcyvG0UDvAnrbs4yYHYv1WdGad1HXQpNgcytE%2BtVl7WEffon1aCA1EVfcFj1K4heru7x6H8UJIN1yxGVe1W%2BDomMSUysGU5uRTQzEykWMMjrR6Eakaf5t%2FmXOwdEJeDA6GUM6dgxUp2p2siUzqhvVrHP37ue8wBBnwWXB3O9wFj%2BPu0epctBzuwhU4BBsD6D7yb4hpTb8D5IePAn5etI2Pe30hctosWPF2h3WPxeAPzoSNMJXnzA38NQ1Kok0wMhiE8EPYGgQSETUOdA3zd0R1YKXU9zz4klZy72yy4IwTaw%3D%3D,shoe_bb_1173.png
1174,3HUR21WDDU2KXB50TV6GRFPYA1ZXYP,A1MYCZT6OX9G20,"[{""height"":94,""label"":""Shoe"",""left"":128,""top"":83,""width"":53},{""height"":89,""label"":""Shoe"",""left"":120,""top"":55,""width"":57}]",189,266,https://storage.googleapis.com/shoes_to_label/shoe398.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=ILXsv0CPqhMm9xKQuYHQKjaFSpwORb%2Fsdiz0YpSy595VRNJ6p%2BQbccWqi7UbJIsCgqehPI3T13tESPby4NjMeNUcayEuszqeGHUx%2BTY0wiaiGmyWUodor96pk7B5pCSx%2BPEDOgRXWLZ7uIz6edPRoNBPGgM4V5z5zl%2BY44qRjWksheZ1L%2Bzil6Qs3HMsq9kGn8wuvVgdbY4RoV8%2B5ikqwzxZggppxXP4tbqP4UF4ElRF%2FNfDo%2B0dVkWzfl5fvluuF8Fxin1Z399P2QOqk62nIL70AtR%2Fr%2FAZKTORcvHFG3c057eHmcHA0DBV6vyuSDQpXUHJogrwXlfv4BNLAu1b7w%3D%3D,shoe_bb_1174.png
1175,35U0MRQMUJKGZ8W3NTW013UBGGSVO9,A3J08ETUZNPUF3,"[{""height"":102,""label"":""Shoe"",""left"":137,""top"":41,""width"":56},{""height"":98,""label"":""Shoe"",""left"":80,""top"":41,""width"":52}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe221.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=qplpHyUygPPnyUB3ucTZULrgIx3kELInwblsbJg4VsrtOuZ5Gusylp2HYFIDvpte67Rm%2F78j56gS2jf37irRKDX8ysQZkeYuxhPVjL5m9644HGF8c%2BnQId7VnC7ACz0DfqRz%2BmnccKLdLooNjU6KuePgD82V4JPjsC1hlmasmrxY1mqOWcLZBnCbuexKyCA2EZExY6%2FzbeTmrulYjCyCvuxXVBkpX1mEtIo3VfWbASir3IwnHwmoiFD5Pu8sGrge9JlT7RwqPmrss19%2BGSJgHuSku4zl3llDIlRZi5pRFwWHM0AEVfm3aUR%2B3IETm6V%2FIfUAhPIdjmbFSvn9LEtyBA%3D%3D,shoe_bb_1175.png
1176,3G57RS03HHILU7SJU4GQQSX92NU526,A1HDYTLK36Y0G5,"[{""height"":91,""label"":""Shoe"",""left"":196,""top"":69,""width"":103}]",168,299,https://storage.googleapis.com/shoes_to_label/shoe573.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=CJQ%2BThvj2GeQbqv4StcHla5RFi5P1QX8FJGV0110mLReZwQ8v8Ut8un0CXd5zg7AMdMINYtWAkeT6Gc7hQsFLg0vfa9JIZjdWQINO0tRqUMQtplZhklmmWQmEDbwtTf%2B9stoRIC3sqOF7fW8AmC4kFVeqrMYBLaga4T3wApSCkYdbW079SZ5kpuQazRKgMszcQxl17PfyYeS8Lj6HrQYESmbILDvZ84Azg66sZvkC0yvw3T3mNB0O5Qa%2Fhrer900is6o9u8wz6GASSm7QyVkqnGZbh76iJhAXsWwKAdfZMws3DXeK6HDwrR14YjCIif1ezjkM%2F8Dq18RMrRR%2B%2FgkEg%3D%3D,shoe_bb_1176.png
1177,382GHPVPHS4SJ6K2KZBL4AWN85034B,AQCLZQH954EAF,"[{""height"":290,""label"":""Shoe"",""left"":171,""top"":155,""width"":174},{""height"":178,""label"":""Shoe"",""left"":47,""top"":221,""width"":113}]",512,397,https://storage.googleapis.com/shoes_to_label/shoe767.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=q7QD7QpZk8KiAGqX0N6ss7pFvSCDFJf4fZjRz6zdn5IOtcEa8QwhC2l5EFdl4FpSqRmWGXuI%2F6IrXK9kBTuF%2FTsMK%2Bj%2Bd5eumql9muk16GwKaODFR8gONycltiz76UuHOGR5OxoKfTTTS0vC%2Fhwzj%2BhvarZ9zS%2FNJLgzZddCBBlS8fBRA2blVzv4qxkzRa6R5s9A1najKBlwzDtxAz7ytfExA8ZZPmnr5Z6PsY7dOBKy1jCVYfjiZ87IqPxQxzI93MPWCRidZ%2F6XGOaTPQqWKOiK7e82mlctMMRiwr2NNlKg6rrXlHKvmA6cdjAzD7oNxqZ6A%2Fg%2F0%2FiSJg0%2FYOl2qg%3D%3D,shoe_bb_1177.png
1178,3X4Q1O9UBHZEOIV75VTKVPE8UYLO7A,A2SFP34EVH2AEI,"[{""height"":126,""label"":""Shoe"",""left"":91,""top"":19,""width"":100}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe399.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=ctV5J3eFJXq0GNC%2FmVXPHiD5Z74xIrlizk8vOyl2blBaDle2hijz92USFtz3rngunYBUAIUaCk4ogZhKWywYjbIbc0ettMlcDx3Z6kkGRdv6r7JhdiPA%2FVaXLkd3h4lA6DSyj0gCJzfmp%2F7WCzR2imoUHaU%2Fc0mGTE7k0OOgiOCxzXDr01Y7%2F%2FH5KY44vC%2FZW6vQpbXnF%2BCgRM0fPR7EoWJISwhxzLDHUgCWh5UPSqBkSNj00mGqwl459CxYuWQjOAgvKqr4oe1985U1KikLTn%2F5bQhgviR6dnL7ohHaNvjV9A2WQ7zCj0uR2KrxcW4thjzwWY6ZpIBRBEh1IN1dgw%3D%3D,shoe_bb_1178.png
1180,3D06DR5225W87H8TZIQRDCRT06CMAK,A2EARNRMFJOSIY,"[{""height"":102,""label"":""Shoe"",""left"":32,""top"":45,""width"":206}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe1174.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=gbYOQJ2t7LC9k8UPrCnMMI52QFv6WsfOxovAZ1TI%2F9LZgviSbvHdr5y%2BbL7vNa8M4HyR63QKsUJv6pzXm99kfoC%2FKmliOw1CHyADxWlA%2BGj25uRk0B1ewKK7fKiEEdugiW6sR%2FKgpeLh7E4j%2FR9pet%2FpTOYgFjWM0I56L4zyCQa1Bp6eZ7MsZXCTBKc0QojFWoTV2%2FU90YjIQJej6TkRKDxNQDC94yJa1v5tujZ69h1uBdwma9M19KJJ22p7lui70wWy5pHo6nMCd8w1P%2BjM2SEh4zy8ekSRVKO%2Fap%2B4o%2FT06czO7UWAjJ476SEt8ro2Ie1jxVEzquehAuegCNXGyw%3D%3D,shoe_bb_1180.png
1181,3SX4X51T80MW7KT5CY545GGYV6ROA1,AQ6EG9HH6AKS3,"[{""height"":51,""label"":""Shoe"",""left"":118,""top"":80,""width"":100}]",194,259,https://storage.googleapis.com/shoes_to_label/shoe768.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=cEb5BRpc9PlghcVLsJ%2Fy1hNCxOPXL7DnORV5NpKABEHwcG1nxFia5eLWt7Tlr1CSCpFi8Uy1FxVg%2F%2FxoaTcyDLzfNRWh3QBLbFhG26MvlQj%2BKRtnj%2FL1XH41LEozdGLCmJHjwHvH5FtIl99ScDlmGpUp77R6ufxd1zeY5P1xTU83DHlI1NGNDhoAu4gfD%2BgYcVb6C19WPyBn0KDn18gf8WjNa4D2tlCw1Vxt1%2B%2FHSoWwxqwGNSTqRj04yADfWu4fgRrh5Iew%2B8ajwwbLJsU6MBVyH1i1ot9zNUuuuNmU2nGYBS9dE1GDQ0nOrWXJYdpjRtpGEK6jkuh%2Bs70F9Ynyhw%3D%3D,shoe_bb_1181.png
1182,3D17ECOUOE8BR7NJXHSJ6CPKWLQ31Y,A18UH8VWGMHB81,"[{""height"":46,""label"":""Shoe"",""left"":118,""top"":137,""width"":32},{""height"":43,""label"":""Shoe"",""left"":150,""top"":140,""width"":27}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe4.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=CdRIIeDT6B16tU8KrVnGkrtW7XGAgvSwpPWY7BqLamO%2Bczkp1uBuQGTa9lG75bIBBpyW8jXL2bUvUjfl77vwF0O4dLWSTJZ14jeijfAMVrBC%2FRSL8BOLmlpRdieyjzxnyldVcEtC8xYvBtfiUJRryXkjMIKXYQj1ghbb31uoEtMixkixjPGdItYAo5Tabt7VWiA04PbAiGWjP8wm2A3Z6Xo63FwzZeDKMawrdMgiz4AROm%2Bqr4OkgdBfQRSKruzI%2BRpUXE5SVxln2pTYr4%2B7hl3llkbSSHfK5h5WsRneGiIMxCNapFyQTk7NMsiW860XnPhoZpKlI%2FCM1KNWsud1rQ%3D%3D,shoe_bb_1182.png
1183,3PMR2DOWOOEVXL76YIZEJ7U7M1Q542,AR50CINXSSJMS,"[{""height"":123,""label"":""Shoe"",""left"":29,""top"":42,""width"":63},{""height"":115,""label"":""Shoe"",""left"":104,""top"":50,""width"":57}]",259,194,https://storage.googleapis.com/shoes_to_label/shoe574.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=RODUUns5FJBMgIBMlJUfehtMf1DRTz9VkNUOlRGXCfyH8WC5%2FWV8lOZqOgZlFnorqYhzyvZUK9V76OXV9sOM5lFwEZEDMSwOLC%2FoRJbSqOT8JAB%2B0o0TTsPkMwr7TldP8Jway9pU%2BvZSWT3lw17TmkNbL8Sm8pZdEvlHaVA%2B8bvmL0U9FqKvS%2Bl1WVGGW3Pvey8iKzHTTOS2LxntZd%2BkfD%2FvTAa4SiHFjFlrSfZ0l4%2BxE8ENP0xYRMf7r9kgqAft4HZKpzxuAxE%2FlF0Nu%2BZjTKiZiNbzNw3NoB6fqWSSDU29D6w8qz9l9fFxBxxW%2FnlESdT%2F7FzaDglLgcsGGiqWkw%3D%3D,shoe_bb_1183.png
1184,3R16PJFTS34YF4S9553KLWDPJRL4KM,A1JVUD5XUB9H48,"[{""height"":136,""label"":""Shoe"",""left"":87,""top"":27,""width"":152},{""height"":128,""label"":""Shoe"",""left"":6,""top"":19,""width"":156}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe1175.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=HnNQGDKeLIXlUEEnxqilE2aCxIvpa6xJQ7EdNU6uRUKwA37qTIuW8uzxwdcBs%2BXvw8w2GrNzi5%2FzHBcsMFzWDcRvZyOP37ONzrX6qGXL0he1Adx3Kt9AXuI8jfISqUptkJIUmDlfEJs93ggWO9HGYSEeYc6RMDVLPu1YaE3KDnjkZDY6ntgSB3Sc%2BOroB6hXf0QjLcwrbsO5qqAttYNCmn8ZJHJl4ZcgHy%2FyC%2Fa5FQ%2FgSTWh%2FGD0Eamtyy2S7STKJ9bKh4kWoDA1zH%2F%2FWEdzBB6CwNJ%2B%2FVQXyefiuZD4fpqwudxCbg195dkx3KJXZF0hbZW%2BTx9yGtwfyqAiNpsMXQ%3D%3D,shoe_bb_1184.png
1185,3ZQX1VYFTDIIOW0QF0LQ9PA35IRO8X,A1BSW1IB5IEEZ6,"[{""height"":268,""label"":""Shoe"",""left"":101,""top"":902,""width"":437}]",1500,1000,https://storage.googleapis.com/shoes_to_label/shoe40.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=F0Nnw9zqFULOeuo3p4%2Ftp6dLQqsBbGt04eaUVUoQBJm1k7NbsIqSmLeSZD9mwq3D5Uk6UFOM3vhDmM%2FspTTLPiPpJpXIsHEAtNDxOzF542mcJVIR0BiES3Ps93CVUsTiu3aT8Wa0GLyXm3VeLvq5bM8VhgBQ7m01aY%2BAkwQTUuWWhmLcYJPgb4q1zXfg78wkHvImZ1FwJswDHqKTky48Gv%2Bm8%2FT86pAnrqt2C92F5pFPxfeSn5P6pTDV4J9TK68KgbwVcmEBMu7KAO8tG7vNs4RgNA8XD0P8KfuZJoJCBKcZieqoKW4WMEFEncpwctBJj9t45bsraDPKmVcxr0M7Qw%3D%3D,shoe_bb_1185.png
1186,35YHTYFL1GGMTVJAOQDAE9LXOF1VFN,AF1ZZD1UKUAJ,"[{""height"":152,""label"":""Shoe"",""left"":156,""top"":488,""width"":642}]",640,800,https://storage.googleapis.com/shoes_to_label/shoe769.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=nQbmUYNb%2Fi53ECpnqZkC4EcBgChAhDyfxqtn7RO12U%2FXL3MHSK2L1n9X%2BYThk6qtPMf4%2Fhcwai3Pls5KEst4Ha9Y%2FKAD79r7bKViFwiuRAZNtua3CRQX%2BuFp3EbPIEpyr%2FRV1e2OgmMaGW3LEMYdNvIZ%2BTzhbI1IeDJRu6YIhHxRPIZfsTD9kmwQMN%2FSrkgUIktpBllfMgcdVKdmxdE5R8pUR6VRS7BMnVu2P%2Bqow3scFxNzwfv9ifJd5iMjpK%2FiHgTvwOE8YvlfV5TYMxhzhkoYCP6XGHMbI6jDYQB0IMbL40GFOHm%2FF105QjsPG4uockvY7lvp9HWhOSCnBkUu9w%3D%3D,shoe_bb_1186.png
